numprocesso;ano;modalidade;numcontrato;anocontrato;orgao
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);205;2025;PRESP - Paraná Esporte (Antigo IPCE)
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);258;2025;CCTG - Centro Cultural Teatro Guaira
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);337;2025;IDR - Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);454;2025;UNIOESTE REITOR - Universidade Estadual do Oeste do Paraná - Reitoria
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);487;2025;IDR - Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);564;2025;SGSD - Superintendência Geral de Governança de Serviços e Dados
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);617;2025;SESP - Secretaria de Estado da Segurança Pública
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);764;2025;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);813;2025;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);819;2025;SESP - Secretaria de Estado da Segurança Pública
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);825;2025;UEL - Universidade Estadual de Londrina
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);859;2025;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);874;2025;SESP - Secretaria de Estado da Segurança Pública
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);887;2025;UNIOESTE CASC - Universidade Estadual do Oeste do Paraná - Campus Cascavel
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);892;2025;REPR - Receita Estadual do Paraná (Antigo CRE)
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);934;2025;UNICENTRO - Universidade Estadual do Centro-Oeste
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);936;2025;JUCEPAR - Junta Comercial do Paraná
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);938;2025;UENP - Universidade Estadual do Norte do Paraná
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);963;2025;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);964;2025;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);965;2025;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);969;2025;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1015;2025;IDR - Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1016;2025;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1017;2025;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1020;2025;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1021;2025;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1022;2025;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1023;2025;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1024;2025;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1025;2025;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1026;2025;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1027;2025;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1034;2025;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1035;2025;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1038;2025;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1045;2025;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1046;2025;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1047;2025;UEPG - Universidade Estadual de Ponta Grossa
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1090;2025;UNICENTRO - Universidade Estadual do Centro-Oeste
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1093;2025;DETRAN - Departamento de Trânsito do Estado do Paraná
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1095;2025;UEPG - Universidade Estadual de Ponta Grossa
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1099;2025;DETRAN - Departamento de Trânsito do Estado do Paraná
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1102;2025;DETRAN - Departamento de Trânsito do Estado do Paraná
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1104;2025;SUBPR-3CRPM - 3° Comando Regional da Polícia Militar - SESP
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1108;2025;UEM - Universidade Estadual de Maringá
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1139;2025;IDR - Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1243;2025;DPC - Departamento de Polícia Civil - SESP
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1347;2025;CEP - Colégio Estadual do Paraná
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1353;2025;DPC - Departamento de Polícia Civil - SESP
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1410;2025;PMPR-CME - Comando de Missões Especiais - SESP
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1461;2025;PMPR-COGER - Corregedoria-Geral da Polícia Militar do Estado do Paraná - SESP
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1475;2025;II-SESP - Instituto de Identificação - SESP
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1515;2025;IDR - Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1516;2025;SUBPR-2CRPM - 2° Comando Regional da Polícia Militar - SESP
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1562;2025;PMPR-APMG - Academia Policial Militar do Guatupê - SESP
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1571;2025;UNIOESTE MCROND - Universidade Estadual do Oeste do Paraná - Campus Marechal Cândido Rondon
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1589;2025;UEL - Universidade Estadual de Londrina
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1625;2025;SEJU - Secretaria de Estado da Justiça e Cidadania (Antigo SEJUF)
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1672;2025;PGE - Procuradoria Geral do Estado
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1673;2025;PGE - Procuradoria Geral do Estado
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1680;2025;SEAB - Secretaria de Estado da Agricultura e do Abastecimento
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1793;2025;PMPR-COGER - Corregedoria-Geral da Polícia Militar do Estado do Paraná - SESP
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1814;2025;PGE - Procuradoria Geral do Estado
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1822;2025;CEDEC - Coordenadoria Estadual de Defesa Civil
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1861;2025;SEAB - Secretaria de Estado da Agricultura e do Abastecimento
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1864;2025;SEAB - Secretaria de Estado da Agricultura e do Abastecimento
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1868;2025;DER - Departamento de Estradas de Rodagem do Estado do Paraná
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1915;2025;UEM - Universidade Estadual de Maringá
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2021;2025;UEPG - Universidade Estadual de Ponta Grossa
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2024;2025;UEPG - Universidade Estadual de Ponta Grossa
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2081;2025;ADAPAR - Agência de Defesa Agropecuária do Paraná
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2090;2025;ADAPAR - Agência de Defesa Agropecuária do Paraná
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2091;2025;IPARDES - Instituto Paranaense de Desenvolvimento Econômico e Social
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2093;2025;ADAPAR - Agência de Defesa Agropecuária do Paraná
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2115;2025;SEMIPI - Secretaria de Estado da Mulher, Igualdade Racial e Pessoa Idosa
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2124;2025;IDR - Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2203;2025;PMPR-COGER - Corregedoria-Geral da Polícia Militar do Estado do Paraná - SESP
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2250;2025;UNESPAR - Universidade Estadual do Paraná
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2253;2025;DPC - Departamento de Polícia Civil - SESP
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2313;2025;IPEM - Instituto de Pesos e Medidas do Estado do Paraná
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2327;2025;IPEM - Instituto de Pesos e Medidas do Estado do Paraná
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2359;2025;REPR - Receita Estadual do Paraná (Antigo CRE)
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2360;2025;PMPR-CPE - Comando de Policiamento Especializado - SESP
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2391;2025;UNICENTRO - Universidade Estadual do Centro-Oeste
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2402;2025;DER - Departamento de Estradas de Rodagem do Estado do Paraná
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2492;2025;PMPR-CPE - Comando de Policiamento Especializado - SESP
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2531;2025;JUCEPAR - Junta Comercial do Paraná
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2551;2025;UEPG - Universidade Estadual de Ponta Grossa
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2554;2025;SEDEF - Secretaria de Estado do Desenvolvimento Social e Família
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2559;2025;SEDEF - Secretaria de Estado do Desenvolvimento Social e Família
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2562;2025;SEDEF - Secretaria de Estado do Desenvolvimento Social e Família
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2585;2025;II-SESP - Instituto de Identificação - SESP
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2645;2025;PMPR-CPE - Comando de Policiamento Especializado - SESP
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2660;2025;SEDEF - Secretaria de Estado do Desenvolvimento Social e Família
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2691;2025;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2699;2025;SUBPR-5CRPM - 5° Comando Regional da Polícia Militar - SESP
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2700;2025;SUBPR-5CRPM - 5° Comando Regional da Polícia Militar - SESP
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2704;2025;UEPG - Universidade Estadual de Ponta Grossa
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2919;2025;UEPG - Universidade Estadual de Ponta Grossa
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2955;2025;UNESPAR - Universidade Estadual do Paraná
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2965;2025;PMPR-AJGERAL - Ajudância-Geral do Comando-Geral da PMPR - SESP
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3057;2025;DER - Departamento de Estradas de Rodagem do Estado do Paraná
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3087;2025;SEJU - Secretaria de Estado da Justiça e Cidadania (Antigo SEJUF)
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3099;2025;SUBPR-6CRPM - 6° Comando Regional da Polícia Militar - SESP
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3102;2025;SETU - Secretaria de Estado do Turismo
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3108;2025;SEJU - Secretaria de Estado da Justiça e Cidadania (Antigo SEJUF)
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3196;2025;REPR - Receita Estadual do Paraná (Antigo CRE)
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3258;2025;UEM - Universidade Estadual de Maringá
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3481;2025;UEPG - Universidade Estadual de Ponta Grossa
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3491;2025;UNIOESTE TOLEDO - Universidade Estadual do Oeste do Paraná - Campus Toledo
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3641;2025;SUBPR-1CRPM - 1° Comando Regional da Polícia Militar - SESP
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3757;2025;UEM - Universidade Estadual de Maringá
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3758;2025;UEM - Universidade Estadual de Maringá
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3934;2025;SESP - Secretaria de Estado da Segurança Pública
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3969;2025;SESP - Secretaria de Estado da Segurança Pública
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3988;2025;CGPC - Corregedoria Geral da Polícia Civil - SESP
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4025;2025;DER - Departamento de Estradas de Rodagem do Estado do Paraná
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4077;2025;PMPR-BPMOA - Batalhão de Polícia Militar de Operações Aéreas - SESP
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4145;2025;DEPPEN - Departamento de Polícia Penal - SESP (Antigo DEPEN)
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4172;2025;ADAPAR - Agência de Defesa Agropecuária do Paraná
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4331;2025;DETRAN - Departamento de Trânsito do Estado do Paraná
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4348;2025;DPC - Departamento de Polícia Civil - SESP
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4367;2025;DETRAN - Departamento de Trânsito do Estado do Paraná
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4395;2025;SECID - Secretaria de Estado das Cidades (Antigo SEDU)
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4422;2025;SECID - Secretaria de Estado das Cidades (Antigo SEDU)
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4425;2025;SECID - Secretaria de Estado das Cidades (Antigo SEDU)
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4483;2025;PMPR-COGER - Corregedoria-Geral da Polícia Militar do Estado do Paraná - SESP
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4547;2025;PGE - Procuradoria Geral do Estado
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4555;2025;CEDEC - Coordenadoria Estadual de Defesa Civil
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4672;2025;UNESPAR - Universidade Estadual do Paraná
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4813;2025;UNESPAR - Universidade Estadual do Paraná
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4821;2025;PMPR-CPE - Comando de Policiamento Especializado - SESP
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4822;2025;PMPR-CPE - Comando de Policiamento Especializado - SESP
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4823;2025;SEIC - Secretaria de Estado da Indústria, Comércio e Serviços
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4851;2025;UEPG - Universidade Estadual de Ponta Grossa
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4933;2025;PMPR-CPE - Comando de Policiamento Especializado - SESP
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5068;2025;IAT - Instituto Água e Terra (Antigo IAP)
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5098;2025;IAT - Instituto Água e Terra (Antigo IAP)
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5227;2025;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5228;2025;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5255;2025;CASA MILITAR - Casa Militar do Estado do Paraná
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5277;2025;II-SESP - Instituto de Identificação - SESP
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5287;2025;DPC - Departamento de Polícia Civil - SESP
847;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5507;2025;SEIL - Secretaria de Estado da Infraestrutura e Logística
850;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5413;2024;UEPG - Universidade Estadual de Ponta Grossa
850;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5414;2024;UEPG - Universidade Estadual de Ponta Grossa
850;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5415;2024;UEPG - Universidade Estadual de Ponta Grossa
850;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5416;2024;UEPG - Universidade Estadual de Ponta Grossa
850;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5417;2024;UEPG - Universidade Estadual de Ponta Grossa
850;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5418;2024;UEPG - Universidade Estadual de Ponta Grossa
850;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5557;2024;UEPG - Universidade Estadual de Ponta Grossa
852;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4661;2024;TCEPR - Tribunal do Contas do Estado do Paraná
852;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4662;2024;TCEPR - Tribunal do Contas do Estado do Paraná
852;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4663;2024;TCEPR - Tribunal do Contas do Estado do Paraná
852;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4664;2024;TCEPR - Tribunal do Contas do Estado do Paraná
852;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4665;2024;TCEPR - Tribunal do Contas do Estado do Paraná
856;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5661;2024;UENP - Universidade Estadual do Norte do Paraná
856;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5664;2024;UENP - Universidade Estadual do Norte do Paraná
857;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5726;2024;UENP - Universidade Estadual do Norte do Paraná
857;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5730;2024;UENP - Universidade Estadual do Norte do Paraná
857;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5733;2024;UENP - Universidade Estadual do Norte do Paraná
857;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5734;2024;UENP - Universidade Estadual do Norte do Paraná
862;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5222;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
865;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5229;2024;PRPREV - Serviço Social Autônomo PARANAPREVIDENCIA
866;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8608;2024;PCP-SESP - Polícia Científica do Paraná - SESP (Antigo IC-SESP)
868;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5356;2024;PRPREV - Serviço Social Autônomo PARANAPREVIDENCIA
869;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9538;2024;DETRAN - Departamento de Trânsito do Estado do Paraná
870;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5256;2024;CASA MILITAR - Casa Militar do Estado do Paraná
870;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5257;2024;CASA MILITAR - Casa Militar do Estado do Paraná
870;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5258;2024;CASA MILITAR - Casa Militar do Estado do Paraná
870;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5259;2024;CASA MILITAR - Casa Militar do Estado do Paraná
874;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6944;2024;UNICENTRO - Universidade Estadual do Centro-Oeste
877;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6993;2024;PMPR-CGPM - Comando Geral da Polícia Militar - SESP
877;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6997;2024;PMPR-CGPM - Comando Geral da Polícia Militar - SESP
877;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6998;2024;PMPR-CGPM - Comando Geral da Polícia Militar - SESP
877;2024;Pregão Eletrônico (Lei Federal 14.133/2021);7000;2024;PMPR-CGPM - Comando Geral da Polícia Militar - SESP
877;2024;Pregão Eletrônico (Lei Federal 14.133/2021);7001;2024;PMPR-CGPM - Comando Geral da Polícia Militar - SESP
877;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1629;2025;PMPR-APMG - Academia Policial Militar do Guatupê - SESP
877;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1630;2025;PMPR-APMG - Academia Policial Militar do Guatupê - SESP
877;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1631;2025;PMPR-APMG - Academia Policial Militar do Guatupê - SESP
878;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6036;2024;UNICENTRO - Universidade Estadual do Centro-Oeste
879;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4325;2025;UEL - Universidade Estadual de Londrina
880;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6898;2024;UNESPAR - Universidade Estadual do Paraná
881;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1709;2025;DEPPEN - Departamento de Polícia Penal - SESP (Antigo DEPEN)
881;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1709;2025;DEPPEN-CMP - Departamento de Polícia Penal - Gestão do Complexo Médico-Penal - SESP
882;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8955;2024;UNESPAR - Universidade Estadual do Paraná
882;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8982;2024;UNESPAR - Universidade Estadual do Paraná
882;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9077;2024;UNESPAR - Universidade Estadual do Paraná
882;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9080;2024;UNESPAR - Universidade Estadual do Paraná
887;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5589;2024;CCTG - Centro Cultural Teatro Guaira
887;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5591;2024;CCTG - Centro Cultural Teatro Guaira
891;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8934;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
891;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8935;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
891;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8938;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
891;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8939;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
891;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8940;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
891;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8942;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
891;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8944;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
891;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8945;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
891;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8946;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
891;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8948;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
891;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8950;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
891;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8956;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
891;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8957;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
891;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8959;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
891;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8960;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
891;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8961;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
891;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2149;2025;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
891;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2150;2025;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
892;2024;Pregão Eletrônico (Lei Federal 14.133/2021);7617;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
892;2024;Pregão Eletrônico (Lei Federal 14.133/2021);7618;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
