numprocesso;ano;modalidade;numcontrato;anocontrato;orgao
892;2024;Pregão Eletrônico (Lei Federal 14.133/2021);7619;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
892;2024;Pregão Eletrônico (Lei Federal 14.133/2021);7620;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
892;2024;Pregão Eletrônico (Lei Federal 14.133/2021);7622;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
892;2024;Pregão Eletrônico (Lei Federal 14.133/2021);7623;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
892;2024;Pregão Eletrônico (Lei Federal 14.133/2021);7624;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
892;2024;Pregão Eletrônico (Lei Federal 14.133/2021);7625;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
892;2024;Pregão Eletrônico (Lei Federal 14.133/2021);7626;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
892;2024;Pregão Eletrônico (Lei Federal 14.133/2021);7627;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
893;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5617;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
893;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5627;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
893;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5630;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
893;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5632;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
893;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5633;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
893;2024;Pregão Eletrônico (Lei Federal 14.133/2021);7071;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
898;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5586;2024;UEM - Universidade Estadual de Maringá
899;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4620;2024;UEL - Universidade Estadual de Londrina
900;2024;Pregão Eletrônico (Lei Federal 14.133/2021);7913;2024;DETRAN - Departamento de Trânsito do Estado do Paraná
902;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9511;2024;SEAB - Secretaria de Estado da Agricultura e do Abastecimento
902;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9516;2024;SEAB - Secretaria de Estado da Agricultura e do Abastecimento
903;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5757;2024;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
903;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5760;2024;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
906;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4522;2024;UEL - Universidade Estadual de Londrina
907;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5812;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
907;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5831;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
910;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9234;2024;PMPR-CGPM - Comando Geral da Polícia Militar - SESP
910;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1039;2025;PMPR-CGPM - Comando Geral da Polícia Militar - SESP
910;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1040;2025;PMPR-CGPM - Comando Geral da Polícia Militar - SESP
916;2024;Pregão Eletrônico (Lei Federal 14.133/2021);768;2025;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
917;2024;Pregão Eletrônico (Lei Federal 14.133/2021);413;2025;SEED - Secretaria de Estado da Educação
918;2024;Pregão Eletrônico (Lei Federal 14.133/2021);803;2025;UEL - Universidade Estadual de Londrina
918;2024;Pregão Eletrônico (Lei Federal 14.133/2021);804;2025;UEL - Universidade Estadual de Londrina
918;2024;Pregão Eletrônico (Lei Federal 14.133/2021);805;2025;UEL - Universidade Estadual de Londrina
918;2024;Pregão Eletrônico (Lei Federal 14.133/2021);807;2025;UEL - Universidade Estadual de Londrina
918;2024;Pregão Eletrônico (Lei Federal 14.133/2021);808;2025;UEL - Universidade Estadual de Londrina
918;2024;Pregão Eletrônico (Lei Federal 14.133/2021);809;2025;UEL - Universidade Estadual de Londrina
918;2024;Pregão Eletrônico (Lei Federal 14.133/2021);810;2025;UEL - Universidade Estadual de Londrina
918;2024;Pregão Eletrônico (Lei Federal 14.133/2021);812;2025;UEL - Universidade Estadual de Londrina
918;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2561;2025;UEL - Universidade Estadual de Londrina
920;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5638;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
921;2024;Pregão Eletrônico (Lei Federal 14.133/2021);7669;2024;SEED - Secretaria de Estado da Educação
922;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5936;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
922;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5951;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
922;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5963;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
922;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5977;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
922;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5993;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
922;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6005;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
923;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1743;2025;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
925;2024;Pregão Eletrônico (Lei Federal 14.133/2021);7966;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
925;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8727;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
925;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8730;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
925;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8921;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
925;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9091;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
925;2024;Pregão Eletrônico (Lei Federal 14.133/2021);570;2025;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
925;2024;Pregão Eletrônico (Lei Federal 14.133/2021);597;2025;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
925;2024;Pregão Eletrônico (Lei Federal 14.133/2021);598;2025;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
925;2024;Pregão Eletrônico (Lei Federal 14.133/2021);898;2025;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
925;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2673;2025;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
925;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2687;2025;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
925;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2774;2025;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
925;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2930;2025;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
925;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4440;2025;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
927;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9443;2024;SEAB - Secretaria de Estado da Agricultura e do Abastecimento
929;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8615;2024;UNESPAR - Universidade Estadual do Paraná
929;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8616;2024;UNESPAR - Universidade Estadual do Paraná
929;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8618;2024;UNESPAR - Universidade Estadual do Paraná
930;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6774;2024;UEL - Universidade Estadual de Londrina
930;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6775;2024;UEL - Universidade Estadual de Londrina
930;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6776;2024;UEL - Universidade Estadual de Londrina
931;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5751;2024;AMEP - Agência de Assuntos Metropolitanos do Paraná (Antigo COMEC)
932;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5544;2024;UEPG - Universidade Estadual de Ponta Grossa
932;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5546;2024;UEPG - Universidade Estadual de Ponta Grossa
933;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6115;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
933;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6116;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
933;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6117;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
933;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6119;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
933;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6120;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
933;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6121;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
933;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6122;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
933;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6123;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
933;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6126;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
933;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6140;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
936;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6877;2024;UEL - Universidade Estadual de Londrina
936;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6878;2024;UEL - Universidade Estadual de Londrina
936;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6880;2024;UEL - Universidade Estadual de Londrina
936;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6882;2024;UEL - Universidade Estadual de Londrina
936;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6883;2024;UEL - Universidade Estadual de Londrina
936;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6884;2024;UEL - Universidade Estadual de Londrina
936;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6885;2024;UEL - Universidade Estadual de Londrina
940;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6975;2024;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
940;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6981;2024;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
941;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6851;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
941;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6852;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
941;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6853;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
941;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6854;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
941;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6855;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
941;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6856;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
941;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6857;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
941;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6858;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
941;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6859;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
941;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6860;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
941;2024;Pregão Eletrônico (Lei Federal 14.133/2021);7651;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
944;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1245;2025;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
944;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1248;2025;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
945;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8303;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
945;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8312;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
945;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8360;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
945;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8860;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
945;2024;Pregão Eletrônico (Lei Federal 14.133/2021);767;2025;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
945;2024;Pregão Eletrônico (Lei Federal 14.133/2021);796;2025;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
945;2024;Pregão Eletrônico (Lei Federal 14.133/2021);901;2025;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
945;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1124;2025;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
945;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2643;2025;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
945;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2676;2025;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
946;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8519;2024;UNESPAR - Universidade Estadual do Paraná
947;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8168;2024;UNESPAR - Universidade Estadual do Paraná
948;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6966;2024;UNESPAR - Universidade Estadual do Paraná
949;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1338;2025;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
949;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1345;2025;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
949;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1361;2025;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
949;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1372;2025;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
950;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6290;2024;UEM - Universidade Estadual de Maringá
951;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1309;2025;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
951;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1322;2025;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
951;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1394;2025;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
951;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1620;2025;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
952;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5303;2024;UEM - Universidade Estadual de Maringá
957;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1945;2025;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
957;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1946;2025;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
957;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1951;2025;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
957;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1952;2025;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
957;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1956;2025;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
957;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1957;2025;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
958;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5481;2024;UEM - Universidade Estadual de Maringá
960;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6583;2024;UEM - Universidade Estadual de Maringá
960;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6586;2024;UEM - Universidade Estadual de Maringá
960;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6593;2024;UEM - Universidade Estadual de Maringá
960;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6595;2024;UEM - Universidade Estadual de Maringá
960;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6597;2024;UEM - Universidade Estadual de Maringá
960;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6601;2024;UEM - Universidade Estadual de Maringá
960;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6605;2024;UEM - Universidade Estadual de Maringá
960;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6607;2024;UEM - Universidade Estadual de Maringá
960;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6608;2024;UEM - Universidade Estadual de Maringá
960;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6609;2024;UEM - Universidade Estadual de Maringá
960;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6612;2024;UEM - Universidade Estadual de Maringá
960;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6614;2024;UEM - Universidade Estadual de Maringá
960;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6616;2024;UEM - Universidade Estadual de Maringá
960;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6617;2024;UEM - Universidade Estadual de Maringá
960;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6618;2024;UEM - Universidade Estadual de Maringá
962;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2437;2025;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
962;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2438;2025;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
964;2024;Pregão Eletrônico (Lei Federal 14.133/2021);7730;2024;UEL - Universidade Estadual de Londrina
965;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6278;2024;UEL - Universidade Estadual de Londrina
971;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1636;2025;SEJU - Secretaria de Estado da Justiça e Cidadania (Antigo SEJUF)
972;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1212;2025;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
972;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1213;2025;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
973;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1096;2025;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
975;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1217;2025;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
975;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1218;2025;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
977;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5980;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
978;2024;Pregão Eletrônico (Lei Federal 14.133/2021);6870;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
