numprocesso;ano;modalidade;situacao;objeto;orgao;criteriojulgamento;valor_estimado;valor_ou_desconto_homologado;dataabertura;datahomologacao;arquivo;objeto_normalizado;proporcao_homologado_estimado;flag_sobrepreco;lead_time_dias;ano_abertura;volume_licitacoes_orgao_ano;orgao_norm;municipio_extraido;populacao;idhm;categoria_objeto;score_anomalia;score_if;score_lof;classificacao;flag_anomalia;porte_municipio;driver_principal;tipo_anomalia;z_score_driver
21;2020;Licitação Presencial - Estatal;Homologado;O  presente  procedimento  licitatório  tem  por objeto  a Contratação  de  Empresa especializadana prestação de serviços de execução de programas de monitoramento, controle e prevenção ambientais vinculadosao processo de licenciamento ambiental da  APPApelo prazo de 30 meses, de  acordo  com  as  normas  vigentes  e  demais condições presentes no Termo de Referência, este Edital e demais anexos.;APPA-Administração dos Portos de Paranaguá e Antonina;Menor Preço;2807988591.0;1480754291.0;2021-01-20;2021-04-15;TB_LICITACOES-2020.csv;o presente procedimento licitatório tem por objeto a contratação de empresa especializadana prestação de serviços de execução de programas de monitoramento, controle e prevenção ambientais vinculadosao processo de licenciamento ambiental da appapelo prazo de 30 meses, de acordo com as normas vigentes e demais condições presentes no termo de referência, este edital e demais anexos.;0.5273362918019064;False;85.0;2021;73;appa-administracao dos portos de paranagua e antonina;Paranaguá;150104.0;0.746;seguranca;0.5495991831268747;0.9118765615475688;0.006183115495833556;Anomalia Crítica;True;Grande (50-200k);populacao_log1p;Porte Populacional Atípico;11.92
18;2023;Licitação Eletrônica - Estatal;Fracassado;Contratacao de CARTA FIANCA emitida por instituição financeira credenciada junto ao BNDES para atuar como fiador da ADMINISTRACAO DOS PORTOS DE PARANAGUÁ E ANTONINA  APPA, na garantia de obrigacoes financeiras para obtencao de emprestimo junto ao BNDES  Banco Nacional do Desenvolvimento Economico e Social de acordo com as  especificacoes e condicoes presentes no Termo de Referência, anexos e Edital.;APPA-Administração dos Portos de Paranaguá e Antonina;Maior Desconto;991000000.0;;2024-01-15;;TB_LICITACOES-2023.csv;contratacao de carta fianca emitida por instituição financeira credenciada junto ao bndes para atuar como fiador da administracao dos portos de paranaguá e antonina appa, na garantia de obrigacoes financeiras para obtencao de emprestimo junto ao bndes banco nacional do desenvolvimento economico e social de acordo com as especificacoes e condicoes presentes no termo de referência, anexos e edital.;;False;;2024;22;appa-administracao dos portos de paranagua e antonina;Paranaguá;150104.0;0.746;outros;0.5481517833127897;0.9039067692626651;0.014519304387976653;Anomalia Crítica;True;Grande (50-200k);populacao_log1p;Porte Populacional Atípico;11.92
9;2023;Pregão Presencial;Homologado;Registro de Preços de Vidrarias e Reagentes para atender os Laboratórios da Universidade Estadual do Oeste do Paraná - UNIOESTE;UNIOESTE MCROND-Universidade Estadual do Oeste do Paraná - Campus Marechal Cândido Rondon;Menor Preço;72903003.0;3348622.0;2023-05-24;2023-05-31;TB_LICITACOES-2023.csv;registro de preços de vidrarias e reagentes para atender os laboratórios da universidade estadual do oeste do paraná - unioeste;0.045932566042581266;False;7.0;2023;28;unioeste mcrond-universidade estadual do oeste do parana - campus marechal candido rondon;Marechal Cândido Rondon;58734.0;0.688;saude;0.5475422242602309;0.9047024004362229;0.011801959996242877;Anomalia Crítica;True;Grande (50-200k);populacao_log1p;Porte Populacional Atípico;10.98
13;2020;Licitação Presencial - Estatal;Homologado;"O presente procedimento licitatório tem por objeto contratação de empresa para a Execução
dos serviços de dragagem de aprofundamento junto aos novos dolfins de atracação e
amarração situados no extremo leste do cais comercial do Porto de Paranaguá visando
propiciar a atracação de navios da Classe Roll-on Roll-off, normalmente utilizados no
transporte de veículos por via marítima, de forma a estabelecer as dimensões e profundidades
previstas,conforme orientações deste Edital, Termo de Referência e demais elementos
anexos.";APPA-Administração dos Portos de Paranaguá e Antonina;Menor Preço;4118591112.0;2820518547.0;2020-09-16;2020-12-15;TB_LICITACOES-2020.csv;o presente procedimento licitatório tem por objeto contratação de empresa para a execução dos serviços de dragagem de aprofundamento junto aos novos dolfins de atracação e amarração situados no extremo leste do cais comercial do porto de paranaguá visando propiciar a atracação de navios da classe roll-on roll-off, normalmente utilizados no transporte de veículos por via marítima, de forma a estabelecer as dimensões e profundidades previstas,conforme orientações deste edital, termo de referência e demais elementos anexos.;0.6848260655888095;False;90.0;2020;89;appa-administracao dos portos de paranagua e antonina;Paranaguá;150104.0;0.746;veiculos;0.545517199588101;0.8999942518386173;0.013801621212326585;Anomalia Crítica;True;Grande (50-200k);populacao_log1p;Porte Populacional Atípico;11.92
14;2021;Licitação Presencial - Estatal;Deserto;Contratação de empresa -s- de Engenharia para realização na modalidade semi-integrada da elaboração dos projetos executivos e implantação do empreendimento denominado Cais Leste - Moegão;APPA-Administração dos Portos de Paranaguá e Antonina;Maior Desconto;45480257448.0;;2022-05-17;;TB_LICITACOES-2021.csv;contratação de empresa -s- de engenharia para realização na modalidade semi-integrada da elaboração dos projetos executivos e implantação do empreendimento denominado cais leste - moegão;;False;;2022;75;appa-administracao dos portos de paranagua e antonina;Paranaguá;150104.0;0.746;servicos;0.543597944051117;0.8861535897246483;0.02976447554082017;Anomalia Crítica;True;Grande (50-200k);gasto_per_capita_log1p;Gasto per Capita Atípico;12.62
722;2023;Pregão Eletrônico;Homologado;O presente certame tem como objetivo a contratação através de Registro de Preços, de empresa especializada em de serviços de Manutenção Civil, nas áreas sob responsabilidade da Administração dos Portos de Paranaguá e Antonina, conforme justificativas, especificações técnicas constantes do Termo de referência, do Edital e demais anexos.;APPA-Administração dos Portos de Paranaguá e Antonina;Maior Desconto;924980103.0;2600.0;2023-06-07;2023-09-11;TB_LICITACOES-2023.csv;o presente certame tem como objetivo a contratação através de registro de preços, de empresa especializada em de serviços de manutenção civil, nas áreas sob responsabilidade da administração dos portos de paranaguá e antonina, conforme justificativas, especificações técnicas constantes do termo de referência, do edital e demais anexos.;2.810871273411597e-06;False;96.0;2023;66;appa-administracao dos portos de paranagua e antonina;Paranaguá;150104.0;0.746;servicos;0.5425846570926826;0.8978759592992043;0.009647703782900101;Anomalia Crítica;True;Grande (50-200k);populacao_log1p;Porte Populacional Atípico;11.92
5;2020;Licitação Presencial - Estatal;Homologado;"O presente procedimento licitatório tem por objeto a contratação de empresa especializada
em engenharia de obras portuárias, para Execução das obras de recuperação e proteção dos
elementos estruturais do Píer Público de Inflamáveis do Porto de Paranaguá, incluindo o
fornecimento de todo o material, mão de obra, equipamentos e ferramentas necessárias à
completa execução dos serviços, bem como a destinação final dos materiais residuais
provenientes da obra, conforme Termo de Referência e demais elementos anexados pelo
setor requisitante";APPA-Administração dos Portos de Paranaguá e Antonina;Menor Preço;3750482375.0;2824891343.0;2020-06-26;2020-10-23;TB_LICITACOES-2020.csv;o presente procedimento licitatório tem por objeto a contratação de empresa especializada em engenharia de obras portuárias, para execução das obras de recuperação e proteção dos elementos estruturais do píer público de inflamáveis do porto de paranaguá, incluindo o fornecimento de todo o material, mão de obra, equipamentos e ferramentas necessárias à completa execução dos serviços, bem como a destinação final dos materiais residuais provenientes da obra, conforme termo de referência e demais elementos anexados pelo setor requisitante;0.7532074705457055;False;119.0;2020;89;appa-administracao dos portos de paranagua e antonina;Paranaguá;150104.0;0.746;obras;0.542048759346115;0.8984622716195548;0.0074284909359551956;Anomalia Crítica;True;Grande (50-200k);populacao_log1p;Porte Populacional Atípico;11.92
1590;2020;Pregão Eletrônico;Homologado;"O  presente  certame  tem  como  objetivo  a  contratação  através  de  Registro  de  Preços de empresa    especializada  para  prestação  de  serviços  sob  demanda  de  infraestrutura  de cabeamento de rede lógica, cabeamento de rede telefônica com fornecimento de matérias e equipamentos   de   rede   de dados,   compreendendoinstalação,   remoção,   ampliação, remanejamento,  manutenção  preventiva  e  corretiva,  testes  de  funcionalidade, durante  oprazo  de  12(doze)  meses  em  sistema  de  registro  de  preços,conforme  Edital,  Termode referência e demais anexos.
Os  valores  dos  itens  estão  descritos  no  Demonstrativo  de  Preços,  Anexo  I.  A  descrição detalhada  dos  serviços  a  serem  executados  e  das  metodologias  de  trabalho  estão especificadas notermo de referência. Os itens constantes doTermo de Referência devem atender os critérios de Sustentabilidade Ambiental.";APPA-Administração dos Portos de Paranaguá e Antonina;Maior Desconto;939769776.0;2800.0;2021-01-21;2021-02-15;TB_LICITACOES-2020.csv;o presente certame tem como objetivo a contratação através de registro de preços de empresa especializada para prestação de serviços sob demanda de infraestrutura de cabeamento de rede lógica, cabeamento de rede telefônica com fornecimento de matérias e equipamentos de rede de dados, compreendendoinstalação, remoção, ampliação, remanejamento, manutenção preventiva e corretiva, testes de funcionalidade, durante oprazo de 12(doze) meses em sistema de registro de preços,conforme edital, termode referência e demais anexos. os valores dos itens estão descritos no demonstrativo de preços, anexo i. a descrição detalhada dos serviços a serem executados e das metodologias de trabalho estão especificadas notermo de referência. os itens constantes dotermo de referência devem atender os critérios de sustentabilidade ambiental.;2.979453129380062e-06;False;25.0;2021;73;appa-administracao dos portos de paranagua e antonina;Paranaguá;150104.0;0.746;obras;0.5395326830563429;0.8897792603461986;0.014162817121559637;Anomalia Crítica;True;Grande (50-200k);populacao_log1p;Porte Populacional Atípico;11.92
9;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);Homologado;Reforma/adequações da rede elétrica da Biblioteca do Campus de Toledo.;UNIOESTE TOLEDO-Universidade Estadual do Oeste do Paraná - Campus Toledo;Maior Desconto;7533462.0;2860.0;2025-03-10;2025-03-26;TB_LICITACOES-2025.csv;reforma/adequações da rede elétrica da biblioteca do campus de toledo.;0.000379639533590267;False;16.0;2025;6;unioeste toledo-universidade estadual do oeste do parana - campus toledo;Toledo;160701.0;0.664;obras;0.5381995397721028;0.883104240059778;0.02084248934059015;Anomalia Crítica;True;Grande (50-200k);populacao_log1p;Porte Populacional Atípico;11.99
54;2023;Concorrência Pública;Homologado;Ampliação do Bloco V;UNIOESTE FBELT-Universidade Estadual do Oeste do Paraná - Campus Francisco Beltrão;Menor Preço;59160270.0;46925445.0;2023-10-10;2023-10-23;TB_LICITACOES-2023.csv;ampliação do bloco v;0.7931918667713991;False;13.0;2023;5;unioeste fbelt-universidade estadual do oeste do parana - campus francisco beltrao;Francisco Beltrão;102312.0;0.751;outros;0.5375658410688716;0.8827374561645978;0.01980841842528262;Anomalia Crítica;True;Grande (50-200k);populacao_log1p;Porte Populacional Atípico;11.54
815;2022;Pregão Eletrônico;Homologado;"O presente certame tem como objetivo a contratação através de Registro de Precos de empresa especializada em de serviços de Manutenção Civil, nas áreas sob responsabilidade da Administração dos Portos de Paranaguá e Antonina
APPA, conforme justificativas, especificações técnicas constantes do Termo de referência, do Edital e demais anexos.
";APPA-Administração dos Portos de Paranaguá e Antonina;Maior Desconto;987557734.0;12627.0;2022-06-23;2022-08-05;TB_LICITACOES-2022.csv;o presente certame tem como objetivo a contratação através de registro de precos de empresa especializada em de serviços de manutenção civil, nas áreas sob responsabilidade da administração dos portos de paranaguá e antonina appa, conforme justificativas, especificações técnicas constantes do termo de referência, do edital e demais anexos.;1.278608790683624e-05;False;43.0;2022;75;appa-administracao dos portos de paranagua e antonina;Paranaguá;150104.0;0.746;servicos;0.5371015017322832;0.889291143051199;0.008817039753909418;Anomalia Crítica;True;Grande (50-200k);populacao_log1p;Porte Populacional Atípico;11.92
