numprocesso;ano;modalidade;situacao;objeto;orgao;criteriojulgamento;valor_estimado;valor_ou_desconto_homologado;dataabertura;datahomologacao;arquivo;objeto_normalizado;proporcao_homologado_estimado;flag_sobrepreco;lead_time_dias;ano_abertura;volume_licitacoes_orgao_ano;orgao_norm;municipio_extraido;populacao;idhm;categoria_objeto;score_anomalia;score_if;score_lof;classificacao;flag_anomalia;porte_municipio;driver_principal;tipo_anomalia;z_score_driver
699;2021;Pregão Eletrônico;Homologado; Reparos no imóvel sede da Secretaria de Estado da Fazenda, situado na Av. Vicente Machado, no 445, Centro, Curitiba-PR. ;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Menor Preço;193303221.0;164900000.0;2021-09-15;2021-10-06;TB_LICITACOES-2021.csv;reparos no imóvel sede da secretaria de estado da fazenda, situado na av. vicente machado, no 445, centro, curitiba-pr.;0.8530639021271146;False;21.0;2021;106;pred-parana edificacoes (lei 21352/2023 - extinto);;;;outros;0.0213198096744192;0.031135727834067612;0.006595932434946587;Regular;False;;;;
911;2022;Pregão Eletrônico;Homologado;A presente licitação tem por objeto o Registro de Preços, por um período de 12 meses, para futura e eventual aquisição de INSUMOS DE ODONTOLÓGICOS.;SESA-Secretaria de Estado da Saúde;Menor Preço;138279260.0;101478475.0;2022-09-05;2022-09-27;TB_LICITACOES-2022.csv;a presente licitação tem por objeto o registro de preços, por um período de 12 meses, para futura e eventual aquisição de insumos de odontológicos.;0.7338661994575325;False;22.0;2022;188;sesa-secretaria de estado da saude;;;;saude;0.02125660999173058;0.03334389287632743;0.003125685664835313;Regular;False;;;;
775;2022;Pregão Eletrônico;Homologado;Aquisição e instalação de Estação Repetidora e demais componentes para atender a demanda operacional do 12º Batalhão.;SESP-Secretaria de Estado da Segurança Pública;Menor Preço;10683716.0;10600000.0;2022-06-27;2022-07-26;TB_LICITACOES-2022.csv;aquisição e instalação de estação repetidora e demais componentes para atender a demanda operacional do 12º batalhão.;0.9921641496273395;False;29.0;2022;122;sesp-secretaria de estado da seguranca publica;;;;outros;0.021194940806196497;0.03349546806512253;0.0027441499178074476;Regular;False;;;;
1437;2020;Pregão Eletrônico;Homologado;Aquisição de C.A.U.Q (Concreto Asfáltico Usinado a Quente), produzido com CAP 50/70, para aplicação a frio, embalado em sacos de 25 Kg, conforme quantidades e especificações contidas no Termo de Referência Anexo 01 do Edital.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Menor Preço;24000000.0;14012500.0;2021-05-18;2021-07-13;TB_LICITACOES-2020.csv;aquisição de c.a.u.q (concreto asfáltico usinado a quente), produzido com cap 50/70, para aplicação a frio, embalado em sacos de 25 kg, conforme quantidades e especificações contidas no termo de referência anexo 01 do edital.;0.5838541666666667;False;56.0;2021;83;der-departamento de estradas de rodagem do estado do parana;;;;outros;0.021178109053821087;0.030626858677849034;0.007004984617779171;Regular;False;;;;
778;2021;Pregão Eletrônico;Homologado;O objeto desta licitação é a contratação de empresa especializada para execução dos serviços de engenharia de reparos e adequação da acessibilidade aos portadores de necessidades especiais nos banheiros e escadas da 2ª Regional de Saúde Metropolitana e Farmácia do Paraná, sita à Avenida Marechal Floriano Peixoto, nº 250, centro, no município de Curitiba, Paraná, conforme planilha orçamentária de referência (Anexo XII) e demais elementos técnicos instrutores;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Menor Preço;6795271.0;5700000.0;2021-08-16;2021-10-13;TB_LICITACOES-2021.csv;o objeto desta licitação é a contratação de empresa especializada para execução dos serviços de engenharia de reparos e adequação da acessibilidade aos portadores de necessidades especiais nos banheiros e escadas da 2ª regional de saúde metropolitana e farmácia do paraná, sita à avenida marechal floriano peixoto, nº 250, centro, no município de curitiba, paraná, conforme planilha orçamentária de referência (anexo xii) e demais elementos técnicos instrutores;0.838818643141679;False;58.0;2021;106;pred-parana edificacoes (lei 21352/2023 - extinto);;;;saude;0.02113303080325004;0.03172554019845868;0.005244266710437094;Regular;False;;;;
892;2021;Pregão Eletrônico;Homologado;Aquisição de 01 (um) aparelho de ultrassom para atender a demanda do Hospital de Dermatologia Sanitária do Paraná;SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE;Menor Preço;17990000.0;11170000.0;2021-08-19;2021-11-04;TB_LICITACOES-2021.csv;aquisição de 01 (um) aparelho de ultrassom para atender a demanda do hospital de dermatologia sanitária do paraná;0.6209005002779322;False;77.0;2021;116;sesa-funsaude-fundo estadual de saude do parana - funsaude;;;;saude;0.021012140503163516;0.03151774049916422;0.005253740509162462;Regular;False;;;;
223;2021;Pregão Eletrônico;Homologado; O objeto desta licitação é a contratação de empresa especializada para a execução dos serviços de engenharia de reparos no Centro de Apoio Psicológico da Secretaria de Estado da Segurança Pública, sita à Avenida Edgard Stellfeld n°1674, Jardim Social, no município de Curitiba, Paraná, conforme planilha orçamentária de referência (Anexo XIII) e demais elementos técnicos instrutores.;PRED-Paraná Edificações (Lei 21352/2023 - Extinto);Menor Preço;42588302.0;33500000.0;2021-06-08;2021-06-29;TB_LICITACOES-2021.csv;o objeto desta licitação é a contratação de empresa especializada para a execução dos serviços de engenharia de reparos no centro de apoio psicológico da secretaria de estado da segurança pública, sita à avenida edgard stellfeld n°1674, jardim social, no município de curitiba, paraná, conforme planilha orçamentária de referência (anexo xiii) e demais elementos técnicos instrutores.;0.7866009778929435;False;21.0;2021;106;pred-parana edificacoes (lei 21352/2023 - extinto);;;;seguranca;0.020936016665951417;0.028855315978090008;0.009057067697743533;Regular;False;;;;
1253;2022;Pregão Eletrônico;Homologado;Farelo de soja;IDR-Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER;Menor Preço;35106682.0;31978425.0;2022-08-24;2022-09-20;TB_LICITACOES-2022.csv;farelo de soja;0.9108928323103846;False;27.0;2022;36;idr-instituto de desenvolvimento rural do parana - iapar-emater;;;;outros;0.020911043575802934;0.03296792055161886;0.0028257281120790505;Regular;False;;;;
1269;2021;Pregão Eletrônico;Homologado;Pregão Eletrônico, do Tipo Menor preço por item, objetivando o Registro de Preços para Futura e eventual aquisição de Sondas para consumo frequente no Hospital Universitário do Oeste do Paraná - HUOP.;UNIOESTE HUOP-Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná;Menor Preço;23190588.0;14350901.0;2021-11-04;2021-12-06;TB_LICITACOES-2021.csv;pregão eletrônico, do tipo menor preço por item, objetivando o registro de preços para futura e eventual aquisição de sondas para consumo frequente no hospital universitário do oeste do paraná - huop.;0.6188243696106369;False;32.0;2021;77;unioeste huop-universidade estadual do oeste do parana - hospital universitario do oeste do parana;;;;saude;0.020738161232951653;0.032965035983546276;0.002397849107059722;Regular;False;;;;
1;2023;Pregão Internacional;Homologado;Aquisiçao de MEDICAMENTO IMPORTADO  DJ 02 para atender a Demanda Judicial;SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE;Menor Preço;67906783.0;53921552.0;2023-04-18;2023-05-16;TB_LICITACOES-2023.csv;aquisiçao de medicamento importado dj 02 para atender a demanda judicial;0.7940525175518917;False;28.0;2023;92;sesa-funsaude-fundo estadual de saude do parana - funsaude;;;;saude;0.02073422679788466;0.0332848366280225;0.0019083120526778986;Regular;False;;;;
677;2022;Pregão Eletrônico;Homologado;Aquisição de totens de identificação de ciclorrotas, com placas sinalizadoras e ferramentas para suporte e manutenção de bicicletas para execução do subprograma PEDALA PARANÁ, parte integrante do Programa Paranaense de Ciclomobilidade  CICLOPARANÁ, instituído pelo Decreto n.º 1517 de 22 de maio de 2015.;PRESP-Paraná Esporte (Antigo IPCE);Menor Preço;52000000.0;39280000.0;2022-06-06;2022-07-13;TB_LICITACOES-2022.csv;aquisição de totens de identificação de ciclorrotas, com placas sinalizadoras e ferramentas para suporte e manutenção de bicicletas para execução do subprograma pedala paraná, parte integrante do programa paranaense de ciclomobilidade cicloparaná, instituído pelo decreto n.º 1517 de 22 de maio de 2015.;0.7553846153846154;False;37.0;2022;30;presp-parana esporte (antigo ipce);;;;outros;0.020638118177666278;0.03242980479892089;0.002950588245784367;Regular;False;;;;
625;2022;Pregão Eletrônico;Homologado;Aquisição de um Ultrafreezer Vertical -80ºC, referente ao T.C. 04 2021.;UENP-Universidade Estadual do Norte do Paraná;Menor Preço;4776333.0;3070000.0;2022-05-24;2022-07-01;TB_LICITACOES-2022.csv;aquisição de um ultrafreezer vertical -80ºc, referente ao t.c. 04 2021.;0.6427525049028198;False;38.0;2022;62;uenp-universidade estadual do norte do parana;;;;outros;0.02063122866898701;0.031149088026028702;0.004854439633424469;Regular;False;;;;
1232;2022;Pregão Eletrônico;Homologado;Pregão Eletrônico, do Tipo Menor preço por item, objetivando o  registro de preços para futura e eventual aquisição de compressas de gaze e compressas cirúrgicas para consumo frequente no Hospital Universitário do Oeste do Paraná - HUOP.;UNIOESTE HUOP-Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná;Menor Preço;124218400.0;59410740.0;2022-08-15;2022-09-15;TB_LICITACOES-2022.csv;pregão eletrônico, do tipo menor preço por item, objetivando o registro de preços para futura e eventual aquisição de compressas de gaze e compressas cirúrgicas para consumo frequente no hospital universitário do oeste do paraná - huop.;0.47827648721928473;False;31.0;2022;144;unioeste huop-universidade estadual do oeste do parana - hospital universitario do oeste do parana;;;;saude;0.020611210436173075;0.03244768571456909;0.002856497518579057;Regular;False;;;;
622;2023;Pregão Eletrônico;Homologado;Contratação de empresa visando entrega, instalação e configuração de sistema de monitoramento e segurança.;UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria;Menor Preço;6340000.0;3900000.0;2023-06-13;2023-07-17;TB_LICITACOES-2023.csv;contratação de empresa visando entrega, instalação e configuração de sistema de monitoramento e segurança.;0.6151419558359621;False;34.0;2023;69;unioeste reitor-universidade estadual do oeste do parana - reitoria;;;;seguranca;0.020537175697846403;0.027527048323303976;0.010052366759660054;Regular;False;;;;
991;2022;Pregão Eletrônico;Homologado;PRESTAÇÃO DE SERVIÇO DE LOCAÇÃO DE EQUIPAMENTOS -DESTAMPADORES- COM FORNECIMENTO DE INSUMOS -TUBOS DE COLETA DE SANGUE- para atender a demanda do HEMOCENTRO COORDENADOR DO PARANÁ E UNIDADES DA HEMORREDE ESTADUAL-HEMEPAR.;SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE;Menor Preço;100859520.0;91171080.0;2022-09-06;2022-10-10;TB_LICITACOES-2022.csv;prestação de serviço de locação de equipamentos -destampadores- com fornecimento de insumos -tubos de coleta de sangue- para atender a demanda do hemocentro coordenador do paraná e unidades da hemorrede estadual-hemepar.;0.9039412442177001;False;34.0;2022;76;sesa-funsaude-fundo estadual de saude do parana - funsaude;;;;saude;0.02052315520516972;0.032997584852554385;0.0018115107340927294;Regular;False;;;;
922;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado;Aquisição de material médico para atender a demanda do Complexo Hospitalar da Universidade Estadual de Ponta Grossa ;UEPG-HURCG-Hospital Universitário Regional dos Campos Gerais;Menor Preço;67945112.0;40574960.0;2024-08-06;2024-09-11;TB_LICITACOES-2024.csv;aquisição de material médico para atender a demanda do complexo hospitalar da universidade estadual de ponta grossa;0.5971726119165128;False;36.0;2024;117;uepg-hurcg-hospital universitario regional dos campos gerais;;;;saude;0.020519907875618013;0.03198956836494409;0.0033154171416289006;Regular;False;;;;
727;2021;Pregão Eletrônico;Homologado;A presente licitação tem por objeto a Aquisição de EQUIPAMENTO DE PROTEÇÃO INDIVIDUAL/ EPI para atender a demanda do Laboratório Central do Estado do Paraná  Lacen/PR e Laboratórios Regionais - LARENS. VALOR MÁXIMO TOTAL R$ 353.185,71;SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE;Menor Preço;35318571.0;17364207.0;2021-07-22;2021-09-03;TB_LICITACOES-2021.csv;a presente licitação tem por objeto a aquisição de equipamento de proteção individual/ epi para atender a demanda do laboratório central do estado do paraná  lacen/pr e laboratórios regionais - larens. valor máximo total r$ 353.185,71;0.49164523105988633;False;43.0;2021;116;sesa-funsaude-fundo estadual de saude do parana - funsaude;;;;saude;0.020463110640750536;0.030630907503659505;0.005211415346387083;Regular;False;;;;
1229;2022;Pregão Eletrônico;Homologado;Abertura de licitação para aquisição de gêneros alimentícios para 12 meses, de forma parcelada, para o 1º Grupamento de Bombeiros - Curitiba.;CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB);Menor Preço;168462690.0;131210630.0;2022-08-15;2022-08-25;TB_LICITACOES-2022.csv;abertura de licitação para aquisição de gêneros alimentícios para 12 meses, de forma parcelada, para o 1º grupamento de bombeiros - curitiba.;0.7788705617843333;False;10.0;2022;63;cbmpr-corpo de bombeiros militar do parana (antigo pmpr-ccb);;;;saude;0.020381162812742503;0.0290747451429726;0.00734078931739736;Regular;False;;;;
1181;2021;Pregão Eletrônico;Homologado;Pregão Eletrônico, do Tipo Menor preço por item, objetivando o Registro de Preços para Futura e eventual aquisição de agulha e kit anestésico, com comodato para consumo frequente no Hospital Universitário do Oeste do Paraná - HUOP.;UNIOESTE HUOP-Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná;Menor Preço;15426550.0;9782850.0;2021-11-29;2022-01-04;TB_LICITACOES-2021.csv;pregão eletrônico, do tipo menor preço por item, objetivando o registro de preços para futura e eventual aquisição de agulha e kit anestésico, com comodato para consumo frequente no hospital universitário do oeste do paraná - huop.;0.6341566973821107;False;36.0;2021;77;unioeste huop-universidade estadual do oeste do parana - hospital universitario do oeste do parana;;;;saude;0.020376574465064773;0.03140421430183703;0.003835114709906389;Regular;False;;;;
2417;2022;Pregão Eletrônico;Homologado;Selecionar a proposta mais vantajosa para aquisição de INSUMOS PARA EXAMES DE COAGULAÇÃO SANGUINEA COM COMODATO DE EQUIPAMENTO AUTOMÁTICO para o Hospital Universitário Regional dos Campos Gerais. Lote único com quantidades e especificações constantes no anexo I do edital. Com recursos do tesouro.;UEPG-HURCG-Hospital Universitário Regional dos Campos Gerais;Menor Preço;48930000.0;39600000.0;2022-12-12;2023-01-18;TB_LICITACOES-2022.csv;selecionar a proposta mais vantajosa para aquisição de insumos para exames de coagulação sanguinea com comodato de equipamento automático para o hospital universitário regional dos campos gerais. lote único com quantidades e especificações constantes no anexo i do edital. com recursos do tesouro.;0.809319435928878;False;37.0;2022;86;uepg-hurcg-hospital universitario regional dos campos gerais;;;;saude;0.02031292140376989;0.032334438156027046;0.0022806462753841624;Regular;False;;;;
883;2022;Pregão Eletrônico;Homologado; aquisição de Mantas Termicas;SESA-Secretaria de Estado da Saúde;Menor Preço;89946273.0;47352110.0;2022-06-24;2022-07-27;TB_LICITACOES-2022.csv;aquisição de mantas termicas;0.526448827957552;False;33.0;2022;188;sesa-secretaria de estado da saude;;;;outros;0.02028662324744023;0.031043884314585265;0.004150731646722682;Regular;False;;;;
437;2022;Pregão Eletrônico;Homologado;Pregão Eletrônico, do Tipo Menor preço por item e por lote, objetivando o Registro de Preços para Futura e eventual aquisição de Papel Toalha e Papel Higiênico para consumo frequente no Hospital Universitário do Oeste do Paraná - HUOP.;UNIOESTE HUOP-Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná;Menor Preço;78651104.0;42937752.0;2022-04-13;2022-05-11;TB_LICITACOES-2022.csv;pregão eletrônico, do tipo menor preço por item e por lote, objetivando o registro de preços para futura e eventual aquisição de papel toalha e papel higiênico para consumo frequente no hospital universitário do oeste do paraná - huop.;0.5459268823486572;False;28.0;2022;144;unioeste huop-universidade estadual do oeste do parana - hospital universitario do oeste do parana;;;;saude;0.020236131027783023;0.031040518181442385;0.004029550297293986;Regular;False;;;;
625;2021;Pregão Eletrônico;Homologado;Aquisição de CURATIVOS ESPECIAIS, para continuidade de tratamento de 21 pacientes acolhidos por força de Ordem Judicial.;SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE;Menor Preço;146310772.0;124019220.0;2021-06-25;2021-07-22;TB_LICITACOES-2021.csv;aquisição de curativos especiais, para continuidade de tratamento de 21 pacientes acolhidos por força de ordem judicial.;0.8476424415285021;False;27.0;2021;116;sesa-funsaude-fundo estadual de saude do parana - funsaude;;;;outros;0.020022208081690213;0.030789611640495193;0.0038711027434827423;Regular;False;;;;
1573;2022;Pregão Eletrônico;Homologado;Registro de Preços, por um período de 12 meses, para futura e eventual aquisição de MEDICAMENTOS;SESA-Secretaria de Estado da Saúde;Menor Preço;127852644.0;85019463.0;2022-09-26;2022-10-26;TB_LICITACOES-2022.csv;registro de preços, por um período de 12 meses, para futura e eventual aquisição de medicamentos;0.6649800922380612;False;30.0;2022;188;sesa-secretaria de estado da saude;;;;saude;0.01997064462401345;0.031117960356738108;0.003249671024926471;Regular;False;;;;
1397;2022;Pregão Eletrônico;Homologado;Aquisição de combustíveis de aviação Gasolina - AVGAS, SOB DEMANDA, para o Batalhão de Polícia Militar de Operações Aéreas-BPMOA e para o Grupamento de Operações Aéreas da Polícia Civil do Paraná-GOA, com fornecimento na cidade de Londrina/PR, no Aeroporto Governador José Richa.;SESP-Secretaria de Estado da Segurança Pública;Menor Preço;55775000.0;55729000.0;2022-09-26;2022-10-20;TB_LICITACOES-2022.csv;aquisição de combustíveis de aviação gasolina - avgas, sob demanda, para o batalhão de polícia militar de operações aéreas-bpmoa e para o grupamento de operações aéreas da polícia civil do paraná-goa, com fornecimento na cidade de londrina/pr, no aeroporto governador josé richa.;0.9991752577319588;False;24.0;2022;122;sesp-secretaria de estado da seguranca publica;;;;saude;0.019933542149155287;0.031482168654901985;0.0026106023905352366;Regular;False;;;;
1449;2022;Pregão Eletrônico;Homologado;Pregão Eletrônico, do Tipo Menor preço por item, objetivando o  registro de preços para futura e eventual aquisição de materiais de copa e cozinha para consumo frequente no Hospital Universitário do Oeste do Paraná - HUOP.;UNIOESTE HUOP-Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná;Menor Preço;4099753.0;3028675.0;2022-10-04;2022-10-26;TB_LICITACOES-2022.csv;pregão eletrônico, do tipo menor preço por item, objetivando o registro de preços para futura e eventual aquisição de materiais de copa e cozinha para consumo frequente no hospital universitário do oeste do paraná - huop.;0.7387457244375454;False;22.0;2022;144;unioeste huop-universidade estadual do oeste do parana - hospital universitario do oeste do parana;;;;saude;0.01979016860075016;0.029958307119110284;0.004537960823209971;Regular;False;;;;
203;2023;Pregão Eletrônico;Homologado;A presente licitação tem por objeto para prestação de serviços contínuos de Psicoterapia e Fonoterapia pelo método ABA, para tratamento de pacientes em cumprimento a ordens judiciais à 5ª Regional de Saúde Guarapuava/PR, em caráter contínuo enquanto durar o tratamento ou decisão judicial em contrário, a serem executados em parcelas mensais, mediante formalização de contrato, por um período de 12 doze meses, com possibilidade de prorrogação..;SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE;Menor Preço;11262500.0;8188500.0;2023-04-19;2023-05-09;TB_LICITACOES-2023.csv;a presente licitação tem por objeto para prestação de serviços contínuos de psicoterapia e fonoterapia pelo método aba, para tratamento de pacientes em cumprimento a ordens judiciais à 5ª regional de saúde guarapuava/pr, em caráter contínuo enquanto durar o tratamento ou decisão judicial em contrário, a serem executados em parcelas mensais, mediante formalização de contrato, por um período de 12 doze meses, com possibilidade de prorrogação..;0.7270588235294118;False;20.0;2023;92;sesa-funsaude-fundo estadual de saude do parana - funsaude;;;;saude;0.01937337176928968;0.02980894487656991;0.0037200121083693365;Regular;False;;;;
1444;2022;Pregão Eletrônico;Homologado;A presente licitação tem por objeto a aquisição de câmaras frigoríficas mortuárias para equipar as unidades da Polícia Científica de Campo Mourão, Francisco Beltrão, Paranaguá e Toledo;SESP-Secretaria de Estado da Segurança Pública;Menor Preço;30231800.0;19060000.0;2022-09-27;2022-10-14;TB_LICITACOES-2022.csv;a presente licitação tem por objeto a aquisição de câmaras frigoríficas mortuárias para equipar as unidades da polícia científica de campo mourão, francisco beltrão, paranaguá e toledo;0.6304619638923253;False;17.0;2022;122;sesp-secretaria de estado da seguranca publica;;;;seguranca;0.019285173227669816;0.025135591441229708;0.010509545907329982;Regular;False;;;;
1067;2022;Pregão Eletrônico;Homologado;Aquisição de medicamento;SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE;Menor Preço;48757740.0;44590686.0;2022-07-21;2022-08-22;TB_LICITACOES-2022.csv;aquisição de medicamento;0.9145355383576023;False;32.0;2022;76;sesa-funsaude-fundo estadual de saude do parana - funsaude;;;;saude;0.019064551102823374;0.030166926054702017;0.002410988675005418;Regular;False;;;;
1359;2022;Pregão Eletrônico;Homologado;Contratação de empresa especializada para a prestação de serviços contínuos de manutenção preventiva e corretiva mensal dos aparelhos de ar condicionado, incluindo, sob demanda, o fornecimento de materiais e serviços de instalações, desinstalações e realocações de equipamentos;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Menor Preço;16853708.0;13309900.0;2022-08-25;2022-10-26;TB_LICITACOES-2022.csv;contratação de empresa especializada para a prestação de serviços contínuos de manutenção preventiva e corretiva mensal dos aparelhos de ar condicionado, incluindo, sob demanda, o fornecimento de materiais e serviços de instalações, desinstalações e realocações de equipamentos;0.7897312567655735;False;62.0;2022;92;der-departamento de estradas de rodagem do estado do parana;;;;servicos;0.019062380769125416;0.027468527046861813;0.006453161352520818;Regular;False;;;;
814;2021;Pregão Eletrônico;Homologado;A presente licitação tem por objeto a prestação de serviço contínuo de nutrição, cocção e fornecimento de refeições transportadas, destinadas aos servidores em escala de Regime de Trabalho em Turnos (RTT) das URLs e OPOs da 17ª Regional de saúde de Londrina e 15ª Regional de Saúde de Maringá, para atender a demanda da Secretaria de Estado da Saúde.;SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE;Menor Preço;26276900.0;22247300.0;2021-08-03;2021-10-06;TB_LICITACOES-2021.csv;a presente licitação tem por objeto a prestação de serviço contínuo de nutrição, cocção e fornecimento de refeições transportadas, destinadas aos servidores em escala de regime de trabalho em turnos (rtt) das urls e opos da 17ª regional de saúde de londrina e 15ª regional de saúde de maringá, para atender a demanda da secretaria de estado da saúde.;0.8466485772674859;False;64.0;2021;116;sesa-funsaude-fundo estadual de saude do parana - funsaude;;;;saude;0.019002301432916424;0.02985758038681917;0.0027193830020623045;Regular;False;;;;
576;2023;Pregão Eletrônico;Homologado;Pregão Eletrônico, do Tipo Menor preço por item, objetivando a aquisição de acessórios para consertos de equipamentos biomédicos para o Hospital Universitário do Oeste do Paraná - HUOP.;UNIOESTE HUOP-Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná;Menor Preço;38383261.0;29611553.0;2023-04-20;2023-05-23;TB_LICITACOES-2023.csv;pregão eletrônico, do tipo menor preço por item, objetivando a aquisição de acessórios para consertos de equipamentos biomédicos para o hospital universitário do oeste do paraná - huop.;0.771470485532743;False;33.0;2023;61;unioeste huop-universidade estadual do oeste do parana - hospital universitario do oeste do parana;;;;saude;0.018909865632540056;0.03063432897391689;0.0013231706204748037;Regular;False;;;;
891;2022;Pregão Eletrônico;Homologado;Aquisição de EQUIPAMENTO AUTOMATIZADO DE PIPETAGEM PARA USO EM TÉCNICAS DE SEQUENCIAMENTO GENÔMICO DE NOVA GERAÇÃO NGS, para atender a demanda do Laboratório Central do Estado do Paraná;SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE;Menor Preço;85923000.0;74000000.0;2022-08-16;2022-08-30;TB_LICITACOES-2022.csv;aquisição de equipamento automatizado de pipetagem para uso em técnicas de sequenciamento genômico de nova geração ngs, para atender a demanda do laboratório central do estado do paraná;0.8612362231300118;False;14.0;2022;76;sesa-funsaude-fundo estadual de saude do parana - funsaude;;;;saude;0.018889781132761112;0.02962004675848261;0.002794382694178863;Regular;False;;;;
583;2023;Pregão Eletrônico;Homologado;Prestaçao de serviço continuado de NUTRIÇAO E ALIMENTAÇAO ALMOÇO E JANTAR    DIARIAMENTE para atender a demanda do HEMOCENTRO COORDENADOR DO PARANÁ - HEMEPAR;SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE;Menor Preço;26555760.0;20780760.0;2023-04-25;2023-06-07;TB_LICITACOES-2023.csv;prestaçao de serviço continuado de nutriçao e alimentaçao almoço e jantar diariamente para atender a demanda do hemocentro coordenador do paraná - hemepar;0.7825330549756437;False;43.0;2023;92;sesa-funsaude-fundo estadual de saude do parana - funsaude;;;;saude;0.01880531579546035;0.029343245604413773;0.0029984210820302153;Regular;False;;;;
336;2022;Pregão Eletrônico;Homologado;Contratação de serviços de engenharia consultiva para elaboração de anteprojeto de engenharia e diagnóstico ambiental para restauração, duplicação e ampliação de capacidade da rodovia PR-412 entre o km 0 e km 12,80 - divisa PR/SCaté a interseção acesso para Balneário Coroados inclusive readequação da interseção, representados pelos SRE 412S0010EPR e 412S0012EPR, com extensão de 12,81 km.;DER-Departamento de Estradas de Rodagem do Estado do Paraná;Menor Preço;105237443.0;65700000.0;2022-04-13;2022-04-26;TB_LICITACOES-2022.csv;contratação de serviços de engenharia consultiva para elaboração de anteprojeto de engenharia e diagnóstico ambiental para restauração, duplicação e ampliação de capacidade da rodovia pr-412 entre o km 0 e km 12,80 - divisa pr/scaté a interseção acesso para balneário coroados inclusive readequação da interseção, representados pelos sre 412s0010epr e 412s0012epr, com extensão de 12,81 km.;0.6243025117970606;False;13.0;2022;92;der-departamento de estradas de rodagem do estado do parana;;;;saude;0.018783237078843145;0.028419023619725294;0.004329557267519927;Regular;False;;;;
1229;2021;Pregão Eletrônico;Homologado;Pregão Eletrônico, do Tipo Menor preço por item, objetivando o Registro de Preços para Futura e eventual aquisição de Curativos e Coberturas para consumo frequente no Hospital Universitário do Oeste do Paraná - HUOP. ;UNIOESTE HUOP-Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná;Menor Preço;18834370.0;10689950.0;2021-10-14;2021-11-19;TB_LICITACOES-2021.csv;pregão eletrônico, do tipo menor preço por item, objetivando o registro de preços para futura e eventual aquisição de curativos e coberturas para consumo frequente no hospital universitário do oeste do paraná - huop.;0.5675767227680034;False;36.0;2021;77;unioeste huop-universidade estadual do oeste do parana - hospital universitario do oeste do parana;;;;saude;0.018592802688723053;0.02959935921399068;0.0020829679008216103;Regular;False;;;;
969;2022;Pregão Eletrônico;Homologado;"Registro de Preços, por um período de 12 meses, para futura e eventual aquisição de INDICADORES BIOLÓGICOS COM FORNECIMENTO DE EQUIPAMENTOS EM COMODATO
";SESA-Secretaria de Estado da Saúde;Menor Preço;167709156.0;105765145.0;2022-07-01;2022-08-30;TB_LICITACOES-2022.csv;registro de preços, por um período de 12 meses, para futura e eventual aquisição de indicadores biológicos com fornecimento de equipamentos em comodato;0.6306462182661035;False;60.0;2022;188;sesa-secretaria de estado da saude;;;;outros;0.01853465360931065;0.02849696108888182;0.003591192389953888;Regular;False;;;;
1260;2022;Pregão Eletrônico;Homologado;Registro de Preços, pelo período de 12 meses, para futura e eventual aquisição de INSUMOS PARA COLETA DE SANGUE A VÁCUO;SESA-Secretaria de Estado da Saúde;Menor Preço;113495700.0;86812400.0;2022-09-12;2022-10-26;TB_LICITACOES-2022.csv;registro de preços, pelo período de 12 meses, para futura e eventual aquisição de insumos para coleta de sangue a vácuo;0.7648959387888704;False;44.0;2022;188;sesa-secretaria de estado da saude;;;;outros;0.01839853900048948;0.028668366397371234;0.002993797905166845;Regular;False;;;;
